Layer,Neuron,Dimension,Average Activation (Supported),Std Activation (Supported),Standard Error (Supported),Average Activation (Not Supported),Std Activation (Not Supported),Standard Error (Not Supported)
25,N/A,1071,-0.0831,0.2141,0.003747123892736878,-0.04968,0.2268,0.007312539584028327
26,N/A,1071,-0.11633,0.2164,0.003787714174357175,-0.08057,0.2268,0.007312539584028327
27,N/A,1071,-0.1406,0.226,0.0039543479620615515,-0.1078,0.2379,0.0076706887240426316
28,N/A,1071,-0.1864,0.2251,0.0039393936477803895,-0.1498,0.2346,0.007564424693488937
29,N/A,1071,-0.2126,0.2252,0.003941529978391984,-0.18,0.2369,0.007639203085360056
30,N/A,1071,-0.1975,0.2257,0.003950075300838362,-0.159,0.2338,0.007536874759641683
31,N/A,1071,-0.1995,0.2411,0.004219252957899279,-0.1603,0.247,0.007961930881856462
32,N/A,1071,-0.2185,0.243,0.0042534342476847915,-0.175,0.2476,0.007981609406033072
33,N/A,1071,-0.2167,0.2485,0.0043495691252065476,-0.1703,0.2554,0.008233494515493682
34,N/A,1071,-0.2268,0.261,0.0045674748475891935,-0.1683,0.2656,0.008564093721660731
35,N/A,1071,-0.2668,0.2727,0.0047725625863022725,-0.2032,0.276,0.008894692927827783
36,N/A,1071,-0.2037,0.2815,0.004926378390337082,-0.1263,0.2805,0.009044249711570019
37,N/A,1071,-0.2184,0.3057,0.0053493718514328065,-0.124,0.3042,0.009807776449622493
38,N/A,1071,-0.2852,0.3323,0.005815091924760423,-0.1713,0.3318,0.01069724574240527
39,N/A,1071,-0.3157,0.363,0.006353447238882255,-0.1907,0.362,0.011673300541565134
40,N/A,1071,-0.2676,0.3938,0.006891802553004087,-0.1268,0.4004,0.012909111859856251
41,N/A,1071,-0.1919,0.4495,0.007865969311891211,-0.02724,0.468,0.015089492338624654
42,N/A,1071,-0.1932,0.4756,0.00832314406277245,-0.00863,0.4988,0.016081289957125804
43,N/A,1071,-0.1453,0.4995,0.008741864862644985,0.0489,0.5273,0.01700224488859116
44,N/A,1071,-0.1635,0.5283,0.009246038886981304,0.0416,0.5566,0.017946814049068446
45,N/A,1071,-0.1761,0.57,0.00997239129492346,0.04987,0.6064,0.019552581621879832
46,N/A,1071,-0.2329,0.5986,0.010476565319259779,0.00421,0.637,0.020544379240380984
47,N/A,1071,-0.2227,0.618,0.01081837821711491,0.0198,0.66,0.021284291749421525
48,N/A,1071,-0.1917,0.645,0.011288370951665716,0.0729,0.6963,0.022449260380676846
49,N/A,1071,-0.2106,0.6616,0.011578911914842576,0.06235,0.714,0.02301600187696322
50,N/A,1071,-0.2245,0.6836,0.0119634514249296,0.05023,0.7383,0.02380314284402762
51,N/A,1071,-0.2313,0.7046,0.012330900290123866,0.05164,0.758,0.024432855617679147
52,N/A,1071,-0.2339,0.73,0.012775257057335537,0.05734,0.7876,0.025393167597497723
53,N/A,1071,-0.2734,0.7676,0.013433246885706664,0.02512,0.825,0.026605364686776906
54,N/A,1071,-0.2686,0.7896,0.013817786395793688,0.04083,0.8516,0.027455476931206466
55,N/A,1071,-0.3083,0.804,0.014074146069185035,-0.004864,0.87,0.02805370406617541
56,N/A,1071,-0.3303,0.839,0.014680863962877894,-0.02025,0.9087,0.029297386794137174
57,N/A,1071,-0.4177,0.861,0.015065403472964917,-0.1082,0.9316,0.030037299303177716
58,N/A,1071,-0.5166,0.8745,0.01530467250146351,-0.2146,0.947,0.030525326702757646
59,N/A,1071,-0.605,0.8877,0.015535396207515723,-0.312,0.956,0.03082444027024212
60,N/A,1071,-0.696,0.9023,0.01579175588090707,-0.4075,0.965,0.031107811018385306
61,N/A,1071,-0.927,0.938,0.016415564419492688,-0.65,0.992,0.03198940890149744
62,N/A,1071,-1.234,0.9717,0.01700519166829279,-0.9707,1.0205,0.03290249242329215
63,N/A,1071,-0.9805,0.9585,0.016774467962240573,-0.7,1.018,0.03280803550724442
64,N/A,1071,-0.8096,0.9595,0.01679155860713333,-0.5225,1.029,0.033185863171435334
65,N/A,1071,-0.711,0.9673,0.016928283766275382,-0.416,1.042,0.033595176474308826
66,N/A,1071,-0.611,0.977,0.01709919021520295,-0.3105,1.057,0.03406746105454747
67,N/A,1071,-0.5996,0.994,0.01739827650082619,-0.291,1.078,0.03476014510556415
68,N/A,1071,-0.5723,1.028,0.01799644907207267,-0.2588,1.117,0.0360195706528672
69,N/A,1071,-0.609,1.05,0.018372443259713312,-0.293,1.141,0.03677522598124903
70,N/A,1071,-0.566,1.062,0.018577530998426392,-0.2446,1.157,0.03731048183885282
71,N/A,1071,-0.4346,1.082,0.01893643454117428,-0.09033,1.1875,0.03828653663801269
72,N/A,1071,-0.3833,1.096,0.019175703569672874,-0.0329,1.201,0.03872733557956875
73,N/A,1071,-0.3894,1.129,0.019756785496026597,-0.02504,1.238,0.03992378984950665
74,N/A,1071,-0.3691,1.177,0.020594227095771668,0.01418,1.291,0.04162401433836577
75,N/A,1071,-0.27,1.218,0.021312034181267443,0.1276,1.343,0.0432927531885423
76,N/A,1071,-0.2029,1.275,0.02232038222994008,0.2103,1.409,0.045433776618957485
77,N/A,1071,-0.0652,1.357,0.023755996400931633,0.3704,1.495,0.048204512823024195
78,N/A,1071,0.1196,1.36,0.023807268335609904,0.53,1.503,0.0484563979324848
79,N/A,1071,1.311,1.342,0.023482546082647528,1.704,1.483,0.04782668515883328
